secid,date,symbol,symbol_flag,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,delta,gamma,vega,theta,optionid,cfadj,ss_flag,root,suffix
139383,19MAR2013,TBF 130921P31000,1,21SEP2013,14MAR2013,P,31000,1.55,1.9,0,33,0.137723,-0.60695,0.13182,8.203772,-1.062532,100386931,1,0,NA,NA
139383,19MAR2013,TBF 130921P32000,1,21SEP2013,,P,32000,2.3,2.65,0,0,0.144461,-0.714293,0.11177,7.250947,-0.974332,100386932,1,0,NA,NA
139383,19MAR2013,TBF 130921P33000,1,21SEP2013,12MAR2013,P,33000,3.1,3.5,0,70,0.149944,-0.798075,0.090115,6.003736,-0.825742,100386933,1,0,NA,NA
139383,19MAR2013,TBF 130921P34000,1,21SEP2013,19FEB2013,P,34000,4,4.4,0,16,0.158563,-0.854161,0.070187,4.866664,-0.699791,100386934,1,0,NA,NA
139383,19MAR2013,TBF 130921P35000,1,21SEP2013,,P,35000,5,5.3,0,0,0.171199,-0.887319,0.055037,4.068061,-0.625362,100386935,1,0,NA,NA
139383,19MAR2013,TBF 130921P36000,1,21SEP2013,,P,36000,5.9,6.3,0,0,0.178974,-0.917072,0.042998,3.245513,-0.513335,100386936,1,0,NA,NA
139383,19MAR2013,TBF 130921P37000,1,21SEP2013,,P,37000,6.9,7.2,0,0,0.180163,-0.94632,0.032195,2.307469,-0.357907,100386937,1,0,NA,NA
139383,19MAR2013,TBF 130921P38000,1,21SEP2013,,P,38000,7.9,8.2,0,0,0.197971,-0.950248,0.027611,2.15855,-0.371101,100386938,1,0,NA,NA
139383,20MAR2013,TBF 130420C22000,1,20APR2013,,C,22000,8.2,8.4,0,0,NA,NA,NA,NA,NA,100522951,1,0,NA,NA
139383,20MAR2013,TBF 130420C23000,1,20APR2013,,C,23000,7.2,7.4,0,0,NA,NA,NA,NA,NA,100522952,1,0,NA,NA
139383,20MAR2013,TBF 130420C24000,1,20APR2013,,C,24000,6.2,6.4,0,0,NA,NA,NA,NA,NA,100522953,1,0,NA,NA
139383,20MAR2013,TBF 130420C25000,1,20APR2013,,C,25000,5.2,5.4,0,0,NA,NA,NA,NA,NA,100522954,1,0,NA,NA
139383,20MAR2013,TBF 130420C26000,1,20APR2013,,C,26000,4.2,4.4,0,0,NA,NA,NA,NA,NA,100522955,1,0,NA,NA
139383,20MAR2013,TBF 130420C27000,1,20APR2013,27FEB2013,C,27000,3.2,3.4,0,0,NA,NA,NA,NA,NA,100522956,1,0,NA,NA
139383,20MAR2013,TBF 130420C28000,1,20APR2013,,C,28000,2.2,2.4,0,0,NA,NA,NA,NA,NA,100522957,1,0,NA,NA
139383,20MAR2013,TBF 130420C29000,1,20APR2013,,C,29000,1.25,1.45,0,0,0.093204,0.95525,0.116498,0.821578,-0.522915,100522958,1,0,NA,NA
139383,20MAR2013,TBF 130420C30000,1,20APR2013,20MAR2013,C,30000,0.45,0.65,10,118,0.1037,0.651122,0.410144,3.2159,-2.068864,100522959,1,0,NA,NA
139383,20MAR2013,TBF 130420C31000,1,20APR2013,20MAR2013,C,31000,0.05,0.2,5,142,0.104105,0.2385,0.34221,2.691767,-1.720688,100522960,1,0,NA,NA
139383,20MAR2013,TBF 130420C32000,1,20APR2013,,C,32000,0,0.15,0,0,0.153669,0.116934,0.147013,1.707182,-1.603998,100522961,1,0,NA,NA
139383,20MAR2013,TBF 130420C33000,1,20APR2013,,C,33000,0,0.1,0,0,0.194066,0.068691,0.078459,1.150184,-1.363335,100522962,1,0,NA,NA
139383,20MAR2013,TBF 130420C34000,1,20APR2013,,C,34000,0,0.1,0,0,0.245476,0.05643,0.053209,0.986854,-1.478209,100522963,1,0,NA,NA
139383,20MAR2013,TBF 130420C35000,1,20APR2013,,C,35000,0,0.1,0,0,0.293386,0.048588,0.039536,0.877473,-1.568265,100522964,1,0,NA,NA
139383,20MAR2013,TBF 130420C36000,1,20APR2013,,C,36000,0,0.1,0,0,0.338491,0.043079,0.031111,0.795656,-1.642165,100522965,1,0,NA,NA
139383,20MAR2013,TBF 130420C37000,1,20APR2013,,C,37000,0,0.1,0,0,0.381256,0.038974,0.025468,0.734395,-1.705079,100522966,1,0,NA,NA
139383,20MAR2013,TBF 130420C38000,1,20APR2013,,C,38000,0,0.1,0,0,0.422018,0.035783,0.021459,0.685581,-1.760031,100522967,1,0,NA,NA
139383,20MAR2013,TBF 130420P22000,1,20APR2013,,P,22000,0,0.1,0,0,NA,NA,NA,NA,NA,100522968,1,0,NA,NA
139383,20MAR2013,TBF 130420P23000,1,20APR2013,,P,23000,0,0.1,0,0,0.522694,-0.027271,0.01384,0.547544,-1.737399,100522969,1,0,NA,NA
139383,20MAR2013,TBF 130420P24000,1,20APR2013,,P,24000,0,0.1,0,0,0.453881,-0.031052,0.017753,0.609089,-1.680097,100522970,1,0,NA,NA
139383,20MAR2013,TBF 130420P25000,1,20APR2013,,P,25000,0,0.1,0,0,0.386771,-0.035924,0.023488,0.686511,-1.613733,100522971,1,0,NA,NA
139383,20MAR2013,TBF 130420P26000,1,20APR2013,,P,26000,0,0.1,0,0,0.320883,-0.0425,0.03246,0.788061,-1.53449,100522972,1,0,NA,NA
139383,20MAR2013,TBF 130420P27000,1,20APR2013,,P,27000,0,0.1,0,0,0.255664,-0.052014,0.047903,0.924064,-1.43678,100522973,1,0,NA,NA
139383,20MAR2013,TBF 130420P28000,1,20APR2013,,P,28000,0,0.1,0,0,0.190251,-0.067354,0.078827,1.134336,-1.307985,100522974,1,0,NA,NA
139383,20MAR2013,TBF 130420P29000,1,20APR2013,19MAR2013,P,29000,0,0.15,0,60,0.138175,-0.123915,0.170352,1.776955,-1.487989,100522975,1,0,NA,NA
139383,20MAR2013,TBF 130420P30000,1,20APR2013,18MAR2013,P,30000,0.2,0.35,0,151,0.122159,-0.369192,0.355344,3.279798,-2.415258,100522976,1,0,NA,NA
139383,20MAR2013,TBF 130420P31000,1,20APR2013,14MAR2013,P,31000,0.75,0.95,0,21,0.125309,-0.721475,0.309084,2.918393,-2.18504,100522977,1,0,NA,NA
139383,20MAR2013,TBF 130420P32000,1,20APR2013,,P,32000,1.65,1.85,0,0,0.159023,-0.875551,0.149657,1.780118,-1.681875,100522978,1,0,NA,NA
139383,20MAR2013,TBF 130420P33000,1,20APR2013,,P,33000,2.6,2.85,0,0,0.201691,-0.924071,0.082528,1.242272,-1.480214,100522979,1,0,NA,NA
139383,20MAR2013,TBF 130420P34000,1,20APR2013,,P,34000,3.6,3.8,0,0,0.227352,-0.957945,0.046505,0.778788,-1.037532,100522980,1,0,NA,NA
139383,20MAR2013,TBF 130420P35000,1,20APR2013,,P,35000,4.6,4.8,0,0,0.272924,-0.963996,0.034152,0.688148,-1.099517,100522981,1,0,NA,NA
139383,20MAR2013,TBF 130420P36000,1,20APR2013,,P,36000,5.6,5.8,0,0,0.315961,-0.968198,0.026651,0.620524,-1.15089,100522982,1,0,NA,NA
139383,20MAR2013,TBF 130420P37000,1,20APR2013,,P,37000,6.6,6.8,0,0,0.356841,-0.971308,0.02168,0.568872,-1.194649,100522983,1,0,NA,NA
139383,20MAR2013,TBF 130420P38000,1,20APR2013,,P,38000,7.6,7.8,0,0,0.395847,-0.97372,0.018173,0.527901,-1.232375,100522984,1,0,NA,NA
139383,20MAR2013,TBF 130518C23000,1,18MAY2013,,C,23000,7.1,7.4,0,0,NA,NA,NA,NA,NA,100672900,1,0,NA,NA
139383,20MAR2013,TBF 130518C24000,1,18MAY2013,,C,24000,6.1,6.4,0,0,NA,NA,NA,NA,NA,100672901,1,0,NA,NA
139383,20MAR2013,TBF 130518C25000,1,18MAY2013,,C,25000,5.1,5.4,0,0,NA,NA,NA,NA,NA,100672902,1,0,NA,NA
139383,20MAR2013,TBF 130518C26000,1,18MAY2013,,C,26000,4.1,4.4,0,0,NA,NA,NA,NA,NA,100672903,1,0,NA,NA
139383,20MAR2013,TBF 130518C27000,1,18MAY2013,,C,27000,3.2,3.4,0,0,NA,NA,NA,NA,NA,100672904,1,0,NA,NA
139383,20MAR2013,TBF 130518C28000,1,18MAY2013,,C,28000,2.2,2.45,0,0,NA,NA,NA,NA,NA,100672905,1,0,NA,NA
139383,20MAR2013,TBF 130518C29000,1,18MAY2013,,C,29000,1.3,1.5,0,0,0.092552,0.893386,0.164322,2.221809,-0.713754,100672906,1,0,NA,NA
139383,20MAR2013,TBF 130518C30000,1,18MAY2013,,C,30000,0.6,0.85,0,0,0.111883,0.608979,0.283771,4.642648,-1.679685,100672907,1,0,NA,NA
139383,20MAR2013,TBF 130518C31000,1,18MAY2013,,C,31000,0.2,0.4,0,0,0.116776,0.331025,0.256757,4.38551,-1.635581,100672908,1,0,NA,NA
139383,20MAR2013,TBF 130518C32000,1,18MAY2013,,C,32000,0.05,0.25,0,0,0.137369,0.17268,0.153891,3.088927,-1.348932,100672909,1,0,NA,NA
139383,20MAR2013,TBF 130518C33000,1,18MAY2013,,C,33000,0,0.15,0,0,0.153291,0.089577,0.08734,1.955739,-0.950804,100672910,1,0,NA,NA
139383,20MAR2013,TBF 130518C34000,1,18MAY2013,,C,34000,0,0.15,0,0,0.192525,0.074278,0.060393,1.699769,-1.035252,100672911,1,0,NA,NA
139383,20MAR2013,TBF 130518C35000,1,18MAY2013,,C,35000,0,0.15,0,0,0.228952,0.064375,0.045486,1.519034,-1.101543,100672912,1,0,NA,NA
139383,20MAR2013,TBF 130518C36000,1,18MAY2013,,C,36000,0,0.15,0,0,0.263172,0.05736,0.036157,1.390538,-1.156122,100672913,1,0,NA,NA
139383,20MAR2013,TBF 130518C37000,1,18MAY2013,,C,37000,0,0.1,0,0,0.273932,0.039006,0.02551,1.021867,-0.883373,100672914,1,0,NA,NA
139383,20MAR2013,TBF 130518C38000,1,18MAY2013,,C,38000,0,0.1,0,0,0.303253,0.035811,0.021491,0.953885,-0.911756,100672915,1,0,NA,NA
139383,20MAR2013,TBF 130518C39000,1,18MAY2013,,C,39000,0,0.1,0,0,0.331297,0.033242,0.018507,0.896512,-0.936767,100672916,1,0,NA,NA
139383,20MAR2013,TBF 130518P23000,1,18MAY2013,,P,23000,0,0.1,0,0,0.376188,-0.027253,0.013823,0.760971,-0.897522,100672917,1,0,NA,NA
139383,20MAR2013,TBF 130518P24000,1,18MAY2013,,P,24000,0,0.1,0,0,0.326702,-0.031029,0.017728,0.846279,-0.867763,100672918,1,0,NA,NA
139383,20MAR2013,TBF 130518P25000,1,18MAY2013,,P,25000,0,0.1,0,0,0.278442,-0.035892,0.023449,0.953942,-0.833241,100672919,1,0,NA,NA
139383,20MAR2013,TBF 130518P26000,1,18MAY2013,,P,26000,0,0.15,0,0,0.251435,-0.055807,0.03704,1.358902,-1.072499,100672920,1,0,NA,NA
139383,20MAR2013,TBF 130518P27000,1,18MAY2013,,P,27000,0,0.15,0,0,0.201579,-0.067799,0.053781,1.585032,-0.999655,100672921,1,0,NA,NA
139383,20MAR2013,TBF 130518P28000,1,18MAY2013,,P,28000,0,0.15,0,0,0.151455,-0.086836,0.086393,1.911748,-0.904518,100672922,1,0,NA,NA
139383,20MAR2013,TBF 130518P29000,1,18MAY2013,,P,29000,0.1,0.25,0,0,0.133945,-0.191253,0.168311,3.295488,-1.373522,100672923,1,0,NA,NA
139383,20MAR2013,TBF 130518P30000,1,18MAY2013,19MAR2013,P,30000,0.35,0.55,0,9,0.126239,-0.401531,0.253677,4.675391,-1.826828,100672924,1,0,NA,NA
139383,20MAR2013,TBF 130518P31000,1,18MAY2013,,P,31000,0.95,1.15,0,0,0.137337,-0.643005,0.225415,4.50851,-1.902735,100672925,1,0,NA,NA
139383,20MAR2013,TBF 130518P32000,1,18MAY2013,,P,32000,1.75,1.95,0,0,0.150109,-0.806157,0.152758,3.319039,-1.515333,100672926,1,0,NA,NA
139383,20MAR2013,TBF 130518P33000,1,18MAY2013,,P,33000,2.65,2.9,0,0,0.171884,-0.884779,0.095127,2.34866,-1.216237,100672927,1,0,NA,NA
139383,20MAR2013,TBF 130518P34000,1,18MAY2013,,P,34000,3.6,3.9,0,0,0.200967,-0.917907,0.063846,1.830245,-1.104482,100672928,1,0,NA,NA
139383,20MAR2013,TBF 130518P35000,1,18MAY2013,,P,35000,4.6,4.9,0,0,0.23841,-0.928616,0.048417,1.645355,-1.180819,100672929,1,0,NA,NA
139383,20MAR2013,TBF 130518P36000,1,18MAY2013,,P,36000,5.6,5.9,0,0,0.273564,-0.93621,0.038699,1.505469,-1.243943,100672930,1,0,NA,NA
139383,20MAR2013,TBF 130518P37000,1,18MAY2013,,P,37000,6.6,6.9,0,0,0.306837,-0.941918,0.032079,1.402519,-1.297962,100672931,1,0,NA,NA
139383,20MAR2013,TBF 130518P38000,1,18MAY2013,,P,38000,7.6,7.9,0,0,0.338512,-0.946388,0.027311,1.315243,-1.345371,100672932,1,0,NA,NA
139383,20MAR2013,TBF 130518P39000,1,18MAY2013,,P,39000,8.6,8.9,0,0,0.368772,-0.949993,0.023735,1.24536,-1.387641,100672933,1,0,NA,NA
139383,20MAR2013,TBF 130622C20000,1,22JUN2013,,C,20000,10.1,10.4,0,0,NA,NA,NA,NA,NA,83614296,1,0,NA,NA
139383,20MAR2013,TBF 130622C22000,1,22JUN2013,,C,22000,8.1,8.4,0,0,NA,NA,NA,NA,NA,83464436,1,0,NA,NA
139383,20MAR2013,TBF 130622C23000,1,22JUN2013,07JAN2013,C,23000,7.1,7.4,0,11,NA,NA,NA,NA,NA,83464437,1,0,NA,NA
139383,20MAR2013,TBF 130622C24000,1,22JUN2013,07MAR2013,C,24000,6.1,6.4,0,4,NA,NA,NA,NA,NA,83464438,1,0,NA,NA
139383,20MAR2013,TBF 130622C25000,1,22JUN2013,17JAN2013,C,25000,5.1,5.4,0,54,NA,NA,NA,NA,NA,83464439,1,0,NA,NA
139383,20MAR2013,TBF 130622C26000,1,22JUN2013,07MAR2013,C,26000,4.1,4.4,0,188,NA,NA,NA,NA,NA,83464440,1,0,NA,NA
139383,20MAR2013,TBF 130622C27000,1,22JUN2013,20MAR2013,C,27000,3.2,3.5,10,58,NA,NA,NA,NA,NA,83464441,1,0,NA,NA
139383,20MAR2013,TBF 130622C28000,1,22JUN2013,14MAR2013,C,28000,2.25,2.6,0,31,0.119877,0.913568,0.085874,2.41259,-0.63934,83464442,1,0,NA,NA
139383,20MAR2013,TBF 130622C29000,1,22JUN2013,14MAR2013,C,29000,1.4,1.65,0,103,0.106027,0.80997,0.167163,4.155931,-0.929743,83464443,1,0,NA,NA
139383,20MAR2013,TBF 130622C30000,1,22JUN2013,18MAR2013,C,30000,0.75,1,0,379,0.112796,0.592199,0.224759,5.943737,-1.363747,83464444,1,0,NA,NA
139383,20MAR2013,TBF 130622C31000,1,22JUN2013,19MAR2013,C,31000,0.35,0.45,0,214,0.109352,0.361329,0.22367,5.734234,-1.260297,83464445,1,0,NA,NA
139383,20MAR2013,TBF 130622C32000,1,22JUN2013,15MAR2013,C,32000,0.2,0.35,0,90,0.136926,0.232654,0.145761,4.674682,-1.276227,83464446,1,0,NA,NA
139383,20MAR2013,TBF 130622C33000,1,22JUN2013,15MAR2013,C,33000,0.05,0.25,0,117,0.146274,0.136595,0.097753,3.346524,-0.973332,83464447,1,0,NA,NA
139383,20MAR2013,TBF 130622C34000,1,22JUN2013,,C,34000,0,0.2,0,0,0.1625,0.089696,0.06513,2.479372,-0.798487,83464448,1,0,NA,NA
139383,20MAR2013,TBF 130622C35000,1,22JUN2013,07FEB2013,C,35000,0,0.15,0,10,0.180503,0.064466,0.045613,1.925626,-0.68889,83464449,1,0,NA,NA
139383,20MAR2013,TBF 130622C36000,1,22JUN2013,04FEB2013,C,36000,0,0.15,0,1,0.207536,0.057428,0.036242,1.762596,-0.722717,83464450,1,0,NA,NA
139383,20MAR2013,TBF 130622C37000,1,22JUN2013,,C,37000,0,0.15,0,0,0.233134,0.052151,0.029897,1.634855,-0.751683,83464451,1,0,NA,NA
139383,20MAR2013,TBF 130622C38000,1,22JUN2013,,C,38000,0,0.15,0,0,0.257489,0.048029,0.025351,1.529593,-0.777003,83464452,1,0,NA,NA
139383,20MAR2013,TBF 130622C40000,1,22JUN2013,,C,40000,0,0.15,0,0,0.303034,0.04197,0.019326,1.37274,-0.819706,83531308,1,0,NA,NA
139383,20MAR2013,TBF 130622P20000,1,22JUN2013,,P,20000,0,0.15,0,0,0.452758,-0.02621,0.008779,0.932054,-0.825284,83614297,1,0,NA,NA
139383,20MAR2013,TBF 130622P22000,1,22JUN2013,,P,22000,0,0.15,0,0,0.362909,-0.032266,0.013017,1.106372,-0.785538,83464453,1,0,NA,NA
139383,20MAR2013,TBF 130622P23000,1,22JUN2013,,P,23000,0,0.15,0,0,0.320312,-0.036219,0.016217,1.217801,-0.761969,83464454,1,0,NA,NA
139383,20MAR2013,TBF 130622P24000,1,22JUN2013,,P,24000,0,0.15,0,0,0.278938,-0.041108,0.020646,1.350667,-0.735107,83464455,1,0,NA,NA
139383,20MAR2013,TBF 130622P25000,1,22JUN2013,14FEB2013,P,25000,0,0.15,0,25,0.238551,-0.047364,0.027062,1.510878,-0.704042,83464456,1,0,NA,NA
139383,20MAR2013,TBF 130622P26000,1,22JUN2013,31JAN2013,P,26000,0,0.15,0,5,0.198873,-0.055733,0.036948,1.718988,-0.667137,83464457,1,0,NA,NA
139383,20MAR2013,TBF 130622P27000,1,22JUN2013,,P,27000,0,0.15,0,0,0.15951,-0.067687,0.053613,2.004948,-0.621395,83464458,1,0,NA,NA
139383,20MAR2013,TBF 130622P28000,1,22JUN2013,04MAR2013,P,28000,0,0.2,0,30,0.129612,-0.103002,0.090427,2.745164,-0.689571,83464459,1,0,NA,NA
139383,20MAR2013,TBF 130622P29000,1,22JUN2013,07MAR2013,P,29000,0.2,0.4,0,1442,0.134053,-0.24012,0.151655,4.762127,-1.231985,83464460,1,0,NA,NA
139383,20MAR2013,TBF 130622P30000,1,22JUN2013,18MAR2013,P,30000,0.45,0.75,0,43,0.125527,-0.415376,0.203321,5.968058,-1.43613,83464461,1,0,NA,NA
139383,20MAR2013,TBF 130622P31000,1,22JUN2013,15MAR2013,P,31000,1.05,1.3,0,14,0.130977,-0.614051,0.191722,5.85092,-1.456669,83464462,1,0,NA,NA
139383,20MAR2013,TBF 130622P32000,1,22JUN2013,,P,32000,1.85,2.1,0,0,0.147368,-0.751478,0.141783,4.84131,-1.346001,83464463,1,0,NA,NA
139383,20MAR2013,TBF 130622P33000,1,22JUN2013,,P,33000,2.6,2.95,0,0,0.137802,-0.881649,0.096934,3.025615,-0.762916,83464464,1,0,NA,NA
139383,20MAR2013,TBF 130622P34000,1,22JUN2013,,P,34000,3.6,3.9,0,0,0.161317,-0.915077,0.065685,2.371203,-0.69685,83464465,1,0,NA,NA
139383,20MAR2013,TBF 130622P35000,1,22JUN2013,04JAN2013,P,35000,4.6,4.9,0,10,0.191229,-0.92609,0.049918,2.131326,-0.746471,83464466,1,0,NA,NA
139383,20MAR2013,TBF 130622P36000,1,22JUN2013,,P,36000,5.6,5.9,0,0,0.219313,-0.933906,0.039969,1.95755,-0.787567,83464467,1,0,NA,NA
139383,20MAR2013,TBF 130622P37000,1,22JUN2013,,P,37000,6.6,6.9,0,0,0.24589,-0.939774,0.033186,1.824375,-0.822875,83464468,1,0,NA,NA
139383,20MAR2013,TBF 130622P38000,1,22JUN2013,,P,38000,7.6,7.9,0,0,0.271193,-0.944369,0.028296,1.713876,-0.853952,83464469,1,0,NA,NA
139383,20MAR2013,TBF 130622P40000,1,22JUN2013,07JAN2013,P,40000,9.6,9.9,0,0,0.31855,-0.951131,0.021773,1.544247,-0.90672,83531309,1,0,NA,NA
139383,20MAR2013,TBF 130921C22000,1,21SEP2013,05FEB2013,C,22000,8.1,8.4,0,2,NA,NA,NA,NA,NA,100386905,1,0,NA,NA
139383,20MAR2013,TBF 130921C23000,1,21SEP2013,,C,23000,7.1,7.4,0,0,NA,NA,NA,NA,NA,100386906,1,0,NA,NA
139383,20MAR2013,TBF 130921C24000,1,21SEP2013,,C,24000,6.1,6.4,0,0,NA,NA,NA,NA,NA,100386907,1,0,NA,NA
139383,20MAR2013,TBF 130921C25000,1,21SEP2013,19MAR2013,C,25000,5.1,5.4,0,22,NA,NA,NA,NA,NA,100386908,1,0,NA,NA
139383,20MAR2013,TBF 130921C26000,1,21SEP2013,07MAR2013,C,26000,4.1,4.4,0,23,NA,NA,NA,NA,NA,100386909,1,0,NA,NA
139383,20MAR2013,TBF 130921C27000,1,21SEP2013,14MAR2013,C,27000,3.2,3.6,0,34,0.092464,0.966289,0.037654,1.613428,-0.229852,100386910,1,0,NA,NA
139383,20MAR2013,TBF 130921C28000,1,21SEP2013,28FEB2013,C,28000,2.4,2.7,0,37,0.11029,0.859925,0.093751,4.795272,-0.598803,100386911,1,0,NA,NA
139383,20MAR2013,TBF 130921C29000,1,21SEP2013,18MAR2013,C,29000,1.75,1.95,0,21,0.121223,0.719815,0.128964,7.250873,-0.934748,100386912,1,0,NA,NA
139383,20MAR2013,TBF 130921C30000,1,21SEP2013,19MAR2013,C,30000,1.05,1.4,0,899,0.120107,0.57516,0.151457,8.437918,-1.056134,100386913,1,0,NA,NA
139383,20MAR2013,TBF 130921C31000,1,21SEP2013,12MAR2013,C,31000,0.65,0.95,0,295,0.124731,0.426869,0.145986,8.44708,-1.083001,100386914,1,0,NA,NA
139383,20MAR2013,TBF 130921C32000,1,21SEP2013,19MAR2013,C,32000,0.4,0.6,0,340,0.12816,0.299516,0.125868,7.480623,-0.977995,100386915,1,0,NA,NA
139383,20MAR2013,TBF 130921C33000,1,21SEP2013,12MAR2013,C,33000,0.2,0.3,0,200,0.122367,0.181667,0.100152,5.680763,-0.706433,100386916,1,0,NA,NA
139383,20MAR2013,TBF 130921C34000,1,21SEP2013,12MAR2013,C,34000,0.1,0.35,0,102,0.144169,0.147102,0.07414,4.952404,-0.722149,100386917,1,0,NA,NA
139383,20MAR2013,TBF 130921C35000,1,21SEP2013,19MAR2013,C,35000,0,0.25,0,70,0.143724,0.090658,0.052769,3.515961,-0.509654,100386918,1,0,NA,NA
139383,20MAR2013,TBF 130921C36000,1,21SEP2013,19FEB2013,C,36000,0,0.25,0,10,0.164407,0.081326,0.042533,3.244334,-0.536185,100386919,1,0,NA,NA
139383,20MAR2013,TBF 130921C37000,1,21SEP2013,,C,37000,0,0.2,0,0,0.175179,0.063853,0.033165,2.689787,-0.473934,100386920,1,0,NA,NA
139383,20MAR2013,TBF 130921C38000,1,21SEP2013,04FEB2013,C,38000,0,0.2,0,10,0.193162,0.058941,0.028254,2.531136,-0.490225,100386921,1,0,NA,NA
139383,20MAR2013,TBF 130921P22000,1,21SEP2013,,P,22000,0,0.2,0,0,0.273348,-0.039251,0.014427,1.829999,-0.49176,100386922,1,0,NA,NA
139383,20MAR2013,TBF 130921P23000,1,21SEP2013,,P,23000,0,0.2,0,0,0.241756,-0.043967,0.017884,2.00215,-0.47623,100386923,1,0,NA,NA
139383,20MAR2013,TBF 130921P24000,1,21SEP2013,,P,24000,0,0.2,0,0,0.211072,-0.049769,0.022627,2.208132,-0.45858,100386924,1,0,NA,NA
139383,20MAR2013,TBF 130921P25000,1,21SEP2013,,P,25000,0,0.2,0,0,0.181091,-0.057141,0.029426,2.467935,-0.438071,100386925,1,0,NA,NA
139383,20MAR2013,TBF 130921P26000,1,21SEP2013,28FEB2013,P,26000,0,0.25,0,10,0.160055,-0.077008,0.041942,3.108668,-0.486433,100386926,1,0,NA,NA
139383,20MAR2013,TBF 130921P27000,1,21SEP2013,19MAR2013,P,27000,0,0.3,0,35,0.136387,-0.103015,0.061122,3.856833,-0.512613,100386927,1,0,NA,NA
139383,20MAR2013,TBF 130921P28000,1,21SEP2013,19MAR2013,P,28000,0.15,0.4,0,90,0.129342,-0.175705,0.092905,5.568001,-0.697209,100386928,1,0,NA,NA
139383,20MAR2013,TBF 130921P29000,1,21SEP2013,15MAR2013,P,29000,0.4,0.7,0,355,0.131444,-0.293981,0.121965,7.419564,-0.939357,100386929,1,0,NA,NA
139383,20MAR2013,TBF 130921P30000,1,21SEP2013,19MAR2013,P,30000,0.75,1.15,0,87,0.132001,-0.429695,0.138713,8.453671,-1.067553,100386930,1,0,NA,NA
139383,20MAR2013,TBF 130921P31000,1,21SEP2013,14MAR2013,P,31000,1.4,1.75,0,33,0.14248,-0.561349,0.129337,8.484055,-1.14894,100386931,1,0,NA,NA
139383,20MAR2013,TBF 130921P32000,1,21SEP2013,,P,32000,2.05,2.4,0,0,0.14127,-0.68298,0.118563,7.653634,-1.015922,100386932,1,0,NA,NA
139383,20MAR2013,TBF 130921P33000,1,21SEP2013,12MAR2013,P,33000,2.9,3.2,0,70,0.150388,-0.768182,0.096054,6.547679,-0.916042,100386933,1,0,NA,NA
139383,20MAR2013,TBF 130921P34000,1,21SEP2013,19FEB2013,P,34000,3.8,4.1,0,16,0.162502,-0.824648,0.07586,5.545711,-0.83001,100386934,1,0,NA,NA
139383,20MAR2013,TBF 130921P35000,1,21SEP2013,,P,35000,4.7,5,0,0,0.167339,-0.875858,0.059466,4.383458,-0.666748,100386935,1,0,NA,NA
139383,20MAR2013,TBF 130921P36000,1,21SEP2013,,P,36000,5.7,6,0,0,0.189941,-0.887543,0.048896,4.093144,-0.707945,100386936,1,0,NA,NA
139383,20MAR2013,TBF 130921P37000,1,21SEP2013,,P,37000,6.6,7,0,0,0.197405,-0.914037,0.039358,3.361398,-0.596472,100386937,1,0,NA,NA
139383,20MAR2013,TBF 130921P38000,1,21SEP2013,,P,38000,7.6,7.9,0,0,0.1994,-0.939882,0.030702,2.546002,-0.447034,100386938,1,0,NA,NA
139383,21MAR2013,TBF 130420C22000,1,20APR2013,,C,22000,8,8.2,0,0,NA,NA,NA,NA,NA,100522951,1,0,NA,NA
139383,21MAR2013,TBF 130420C23000,1,20APR2013,,C,23000,7,7.2,0,0,0.510253,0.973346,0.014279,0.523389,-1.724342,100522952,1,0,NA,NA
139383,21MAR2013,TBF 130420C24000,1,20APR2013,,C,24000,6,6.2,0,0,0.440399,0.969581,0.018464,0.583464,-1.664542,100522953,1,0,NA,NA
139383,21MAR2013,TBF 130420C25000,1,20APR2013,,C,25000,5,5.2,0,0,0.372274,0.964669,0.024711,0.659608,-1.595661,100522954,1,0,NA,NA
139383,21MAR2013,TBF 130420C26000,1,20APR2013,,C,26000,4,4.2,0,0,0.305366,0.957913,0.034739,0.761648,-1.513614,100522955,1,0,NA,NA
139383,21MAR2013,TBF 130420C27000,1,20APR2013,27FEB2013,C,27000,3,3.2,0,0,0.239054,0.947863,0.052687,0.901899,-1.411921,100522956,1,0,NA,NA
139383,21MAR2013,TBF 130420C28000,1,20APR2013,,C,28000,2,2.25,0,0,0.192187,0.90895,0.10064,1.388013,-1.730414,100522957,1,0,NA,NA
139383,21MAR2013,TBF 130420C29000,1,20APR2013,,C,29000,1.05,1.3,0,0,0.141999,0.819231,0.218728,2.229441,-2.039795,100522958,1,0,NA,NA
139383,21MAR2013,TBF 130420C30000,1,20APR2013,20MAR2013,C,30000,0.35,0.55,0,126,0.124989,0.527719,0.375792,3.371291,-2.682477,100522959,1,0,NA,NA
139383,21MAR2013,TBF 130420C31000,1,20APR2013,20MAR2013,C,31000,0.05,0.15,0,142,0.119652,0.183842,0.262334,2.251943,-1.707055,100522960,1,0,NA,NA
139383,21MAR2013,TBF 130420C32000,1,20APR2013,,C,32000,0,0.15,0,0,0.175652,0.107188,0.124072,1.56447,-1.734871,100522961,1,0,NA,NA
139383,21MAR2013,TBF 130420C33000,1,20APR2013,,C,33000,0,0.1,0,0,0.214352,0.064631,0.069564,1.067698,-1.447023,100522962,1,0,NA,NA
